Nome,Edicao,Preco
Besta Louca da Espada / Mad Sword Beast ,(#SS03-PTA09) / (#SS03-ENA09),N.D
Besta Louca da Espada / Mad Sword Beast ,(#TP4-020) / (#TP4-020),N.D
Besta Mística de Serket / Mystical Beast of Serket ,(#DPRP-PT036) / (#DPRP-EN036),"0,40"
Besta Mística de Serket / Mystical Beast of Serket ,(#PGL2-PT032) / (#PGL2-EN032),"1,60"
Besta Mística de Serket / Mystical Beast of Serket ,(#SDMA-PT037) / (#SDMA-EN037),N.D
Besta Mítica Bashilisco / Mythical Beast Bashilisk ,(#EXFO-PT025) / (#EXFO-EN025),"1,20"
esta Mítica Cérbero / Mythical Beast Cerberus ,(#BP02-PT042) / (#BP02-EN042),N.D
esta Mítica Cérbero / Mythical Beast Cerberus ,(#BP03-PT018) / (#BP03-EN018),N.D
Besta Mítica Cérbero (#SD6-PT002 / Mythical Beast Cerberus (#SD6-EN002 ,) / ),N.D
Besta Mítica Cérbero / Mythical Beast Cerberus ,(#SDSC-PT015) / (#SDSC-EN015),N.D
Besta Mítica Cérbero / Mythical Beast Cerberus ,(#SR08-PT008) / (#SR08-EN008),N.D
Besta Mítica Chacal / Mythical Beast Jackal ,(#EXFO-PT022) / (#EXFO-EN022),"0,80"
Besta Mítica Garuda / Mythical Beast Garuda ,(#EXFO-PT023) / (#EXFO-EN023),N.D
Besta Mítica Medusa / Mythical Beast Medusa ,(#EXFO-PT024) / (#EXFO-EN024),N.D
Besta Mítica Medusa / Mythical Beast Medusa ,(#SR08-PT009) / (#SR08-EN009),N.D
Besta Mítica Mestre Cérbero / Mythical Beast Master Cerberus ,(#EXFO-PT027) / (#EXFO-EN027),"64,00"
Besta Mítica Mestre Cérbero / Mythical Beast Master Cerberus ,(#FIGA-PT059) / (#FIGA-EN059),N.D
Besta Mítica Mestre Cérbero / Mythical Beast Master Cerberus ,(#MP18-PT185) / (#MP18-EN185),N.D
Besta Mítica Rei Chacal / Mythical Beast Jackal King ,(#EXFO-PT026) / (#EXFO-EN026),N.D
Besta Mítica Rei Chacal / Mythical Beast Jackal King ,(#INCH-PT048) / (#INCH-EN048),N.D
Besta Maluca D.D. / D.D. Crazy Beast ,(#DR1-PT074) / (#DR1-EN074),N.D
Besta Maluca D.D. / D.D. Crazy Beast ,(#MFC-019) / (#MFC-019),N.D
Besta Marinha / Marine Beast ,(#OP04-PT022) / (#OP04-EN022),N.D
Besta Mech Super Quantal Aeroboros / Super Quantal Mech Beast Aeroboros ,(#WIRA-PT035) / (#WIRA-EN035),N.D
Besta Mech Super Quantal Lusterrex / Super Quantal Mech Beast Lusterrex ,(#DANE-PT037) / (#DANE-EN037),N.D
Besta Mech Super Quantal Magnaligre ,(#OP10-PT020),N.D
Besta Mech Super Quantal Magnaligre / Super Quantal Mech Beast Magnaliger ,(#WIRA-PT036) / (#WIRA-EN036),N.D
Besta Mech Super Quantal Pulso Orca / Super Quantal Mech Beast Grampulse ,(#OP03-PT003) / (#OP03-EN003),N.D
Besta Mech Super Quantal Pulso Orca / Super Quantal Mech Beast Grampulse ,(#WIRA-PT034) / (#WIRA-EN034),N.D
Besta Pálida / Pale Beast ,(#MRD-047) / (#MRD-047),N.D
Besta Pálida / Pale Beast ,(#SDK-031) / (#SDK-031),N.D
Besta Sombraneco / Shaddoll Beast ,(#AP06-PT008) / (#AP06-EN008),N.D
esta Sombraneco / Shaddoll Beast ,(#BLHR-PT083) / (#BLHR-EN083),"1,20"
Besta Sombraneco / Shaddoll Beast ,(#DUEA-PT027) / (#DUEA-EN027),N.D
Besta Sombraneco / Shaddoll Beast ,(#MP15-PT082) / (#MP15-EN082),N.D
Besta-Guerreira Puma / Beast-Warrior Puma ,(#DT07-PT052) / (#DT07-EN052),N.D
Besta-Guerreira Puma / Beast-Warrior Puma ,(#HA07-PT032) / (#HA07-EN032),N.D
Bestamorfose Mítica / Mythical Bestiamorph ,(#EXFO-PT073) / (#EXFO-EN073),N.D
Bestamorfose Mítica / Mythical Bestiamorph ,(#SR08-PT035) / (#SR08-EN035),N.D
Bestiário Mítico / Mythical Bestiary ,(#EXFO-PT058) / (#EXFO-EN058),N.D
Bestiário Mítico ,(#OP10-PT024),N.D
"Beta, o Guerreiro Imã / Beta The Magnet Warrior ",(#DOR-002) / (#DOR-002),N.D
"Beta, o Guerreiro Imã / Beta The Magnet Warrior ",(#LCYW-PT013) / (#LCYW-EN013),N.D
"Beta, o Guerreiro Imã / Beta The Magnet Warrior ",(#RP02-PT090) / (#RP02-EN090),N.D
"Beta, o Guerreiro Imã / Beta The Magnet Warrior ",(#SDMY-PT008) / (#SDMY-EN008),"0,60"
"eta, o Guerreiro Imã / Beta The Magnet Warrior ",(#YGLD-PTB12) / (#YGLD-ENB12),N.D
"eta, o Guerreiro Imã / Beta The Magnet Warrior ",(#YGLD-PTB12) / (#YGLD-ENB12),N.D
"eta, o Guerreiro Imã / Beta The Magnet Warrior ",(#YGLD-PTB12) / (#YGLD-ENB12),N.D
"eta, o Guerreiro Imã / Beta The Magnet Warrior ",(#YGLD-PTB12) / (#YGLD-ENB12),N.D
"Beta, o Guerreiro Imã Temporal / Beta The Electromagnet Warrior ",(#SDMY-PT002) / (#SDMY-EN002),"2,80"
Bexigas Ilusórias / Illusion Balloons ,(#MP15-PT226) / (#MP15-EN226),N.D
Bexigas Ilusórias / Illusion Balloons ,(#SECE-PT053) / (#SECE-EN053),N.D
Bexigas Ilusórias / Illusion Balloons ,(#SP15-PT044) / (#SP15-EN044),N.D
Bexigas Maravilhosas / Wonder Balloons ,(#DUEA-PTDE6) / (#DUEA-ENDE6),N.D
Bexigas Maravilhosas / Wonder Balloons ,(#LEDU-PT049) / (#LEDU-EN049),N.D
Bexigas Maravilhosas / Wonder Balloons ,(#MP15-PT166) / (#MP15-EN166),N.D
Bexigas Maravilhosas / Wonder Balloons ,(#NECH-PT055) / (#NECH-EN055),N.D
Bexigas Maravilhosas / Wonder Balloons ,(#SP15-PT042) / (#SP15-EN042),N.D
"Bi'an, Terra de Yang Zing / Bi'an, Earth of the Yang Zing ",(#DUEA-PT029) / (#DUEA-EN029),N.D
"Bi'an, Terra de Yang Zing / Bi'an, Earth of the Yang Zing ",(#MP15-PT084) / (#MP15-EN084),N.D
iblioteca do Livro de Magia da Heliosfera / Spellbook Library of the Heliosphere ,(#ABYR-PT087) / (#ABYR-EN087),N.D
Biblioteca do Livro de Magia da Heliosfera / Spellbook Library of the Heliosphere ,(#AP05-PT025) / (#AP05-EN025),N.D
Biblioteca Mágica Real / Royal Magical Library ,(#DR1-PT129) / (#DR1-EN129),N.D
Biblioteca Mágica Real / Royal Magical Library ,(#MFC-074) / (#MFC-074),N.D
Biblioteca Mágica Real / Royal Magical Library ,(#OP07-PT004) / (#OP07-EN004),N.D
Biblioteca Mágica Real (#SD6-PT010 / Royal Magical Library (#SD6-EN010 ,) / ),N.D
Biblioteca Mágica Real / Royal Magical Library ,(#SDSC-PT013) / (#SDSC-EN013),N.D
Biblioteca Mágica Real (#SYE-023 / Royal Magical Library (#SYE-023 ,) / ),N.D
Bickuribox ,(#MRD-093),N.D
Bico de Escavação / Dig Beak ,(#TP7-PT019) / (#TP7-EN019),N.D
Bicorn Re'em ,(#DREV-EN013),N.D
icular ,(#ABPF-EN002),N.D
Big Burn ,(#DR2-EN047),N.D
Big Burn ,(#IOC-047),N.D
Big Core ,(#DR3-EN090),N.D
Big Core ,(#RDS-EN030),N.D
Big Koala ,(#DR2-EN004),N.D
Big Koala ,(#IOC-004),N.D
Big One Warrior ,(#DP10-EN015),N.D
Big Piece Golem ,(#DT01-EN053),N.D
Big Piece Golem ,(#DTP1-EN023),N.D
Big Piece Golem ,(#TDGS-EN008),N.D
Bilholâmina Nayuta Mechamática / Mathmech Billionblade Nayuta ,(#MYFI-PT011) / (#MYFI-EN011),N.D
Bio-Mage ,(#LON-043),N.D
Biofalcon ,(#TSHD-EN021),N.D
Bird of Roses ,(#TSHD-EN018),N.D
irdface ,(#DB2-EN208),N.D
Birdface ,(#PGD-005),N.D
Birdface ,(#SD8-EN009),N.D
Bis Xyz / Xyz Encore ,(#JOTL-PT088) / (#JOTL-EN088),N.D
Bis Xyz / Xyz Encore ,(#MP14-PT117) / (#MP14-EN117),N.D
Bit Críptico / Cipher Bit ,(#DPDG-PT044) / (#DPDG-EN044),N.D
Bit Críptico / Cipher Bit ,(#INOV-PT069) / (#INOV-EN069),N.D
Bit Críptico / Cipher Bit ,(#MP17-PT159) / (#MP17-EN159),N.D
Bite Shoes ,(#PSV-080),N.D
Bitelon ,(#POTD-EN023),N.D
Bitron / Bitron ,(#SP18-PT001) / (#SP18-EN001),N.D
Bitron / Bitron ,(#YS17-PT001) / (#YS17-EN001),N.D
Bitron / Bitron ,(#YS18-PT005) / (#YS18-EN005),N.D
Bitsoldado / Bitrooper ,(#EXFO-PT005) / (#EXFO-EN005),N.D
Bitsoldado / Bitrooper ,(#MP18-PT173) / (#MP18-EN173),N.D
Bitsoldado / Bitrooper ,(#YS18-PT011) / (#YS18-EN011),N.D
"Bixi, Água de Yang Zing / Bixi, Water of the Yang Zing ",(#DUEA-PT030) / (#DUEA-EN030),N.D
"Bixi, Água de Yang Zing / Bixi, Water of the Yang Zing ",(#MP15-PT085) / (#MP15-EN085),N.D
Black Brutdrago ,(#SOVR-EN043),N.D
Black Feather Beacon ,(#DP11-EN029),N.D
lack Potan ,(#ABPF-EN029),N.D
Black Return ,(#DP11-EN030),N.D
Black Return ,(#LC5D-EN145),N.D
Black Salvo ,(#CRMS-EN015),N.D
Black Salvo ,(#DT05-EN063),N.D
Black Salvo ,(#LC5D-EN222),N.D
Black Salvo ,(#TU05-EN015),N.D
Black Thunder ,(#DP11-EN027),N.D
Black Thunder ,(#TSHD-EN066),N.D
Black-Winged Strafe ,(#DP11-EN019),N.D
Black-Winged Strafe ,(#TSHD-EN045),N.D
Blackwing - Abrolhos the Megaquake ,(#LC5D-EN125),N.D
lackwing - Abrolhos the Megaquake ,(#STBL-EN017),N.D
Blackwing - Aurora the Northern Lights ,(#LC5D-EN124),N.D
lackwing - Aurora the Northern Lights ,(#STBL-EN016),N.D
Blackwing - Backlash ,(#DP11-EN025),N.D
Blackwing - Backlash ,(#LC5D-EN142),N.D
Blackwing - Backlash ,(#TSHD-EN064),N.D
Blackwing - Blizzard the Far North ,(#DP11-EN003),N.D
Blackwing - Blizzard the Far North ,(#GLD3-EN024),N.D
Blackwing - Blizzard the Far North ,(#LC5D-EN113),N.D
lackwing - Blizzard the Far North ,(#RGBT-EN010),N.D
Blackwing - Bombardment ,(#DP11-EN026),N.D
Blackwing - Bombardment ,(#TSHD-EN065),N.D
lackwing - Boobytrap ,(#STBL-EN068),N.D
Blackwing - Boreas the Sharp ,(#LC5D-EN126),N.D
Blackwing - Boreas the Sharp ,(#STOR-EN007),N.D
Blackwing - Breeze the Zephyr ,(#LC5D-EN122),N.D
Blackwing - Breeze the Zephyr ,(#TSHD-EN003),N.D
Blackwing - Brisote the Tailwind ,(#LC5D-EN127),N.D
Blackwing - Brisote the Tailwind (#STOR-EN008 ,),N.D
Blackwing - Calima the Haze ,(#LC5D-EN128),N.D
Blackwing - Calima the Haze ,(#STOR-EN009),N.D
Blackwing - Etesian of Two Swords ,(#LC5D-EN123),N.D
lackwing - Etesian of Two Swords ,(#STBL-EN015),N.D
Blackwing - Fane the Steel Chain ,(#ANPR-EN006),N.D
Blackwing - Fane the Steel Chain ,(#DP11-EN007),N.D
Blackwing - Fane the Steel Chain ,(#LC5D-EN119),N.D
Blackwing - Ghibli the Searing Wind ,(#DP11-EN008),N.D
Blackwing - Ghibli the Searing Wind ,(#LC5D-EN120),N.D
Blackwing - Ghibli the Searing Wind ,(#TSHD-EN001),N.D
Blackwing - Gust the Backblast ,(#DP11-EN009),N.D
Blackwing - Gust the Backblast ,(#LC5D-EN121),N.D
Blackwing - Gust the Backblast ,(#TSHD-EN002),N.D
Blackwing - Hillen the Tengu-wind ,(#EXVC-EN008),N.D
Blackwing - Jetstream the Blue Sky ,(#DP11-EN011),N.D
Blackwing - Jin the Rain Shadow ,(#EXVC-EN096),N.D
Blackwing - Kochi the Daybreak ,(#DP11-EN010),N.D
Blackwing - Kochi the Daybreak ,(#LC5D-EN130),N.D
Blackwing - Kogarashi the Wanderer ,(#EXVC-EN009),N.D
Blackwing - Kogarashi the Wanderer ,(#LC5D-EN129),N.D
Blackwing - Mistral the Silver Shield ,(#ANPR-EN004),N.D
Blackwing - Mistral the Silver Shield ,(#DP11-EN006),N.D
Blackwing - Mistral the Silver Shield ,(#LC5D-EN117),N.D
Blackwing - Silverwind the Ascendant ,(#DP11-EN015),N.D
Blackwing - Silverwind the Ascendant ,(#LC5D-EN134),N.D
Blackwing - Silverwind the Ascendant ,(#SOVR-EN041),N.D
Blackwing - Vayu the Emblem of Honor ,(#ANPR-EN005),N.D
Blackwing - Vayu the Emblem of Honor ,(#CT07-EN012),N.D
Blackwing - Vayu the Emblem of Honor ,(#LC5D-EN118),N.D
Blade Bounzer ,(#GAOV-EN010),N.D
Blade Skater ,(#DR04-EN063),N.D
Blade Skater ,(#EEN-EN003),N.D
ladefly / Bladefly ,(#DB2-PT068) / (#DB2-EN068),N.D
Bladefly ,(#MRD-118),N.D
Bladefly / Bladefly ,(#SD8-PT008) / (#SD8-EN008),N.D
Bladefly ,(#TP3-020),N.D
lader Notável / Buster Blader ,(#BP01-PT117) / (#BP01-EN117),N.D
lader Notável / Buster Blader ,(#BPT-008) / (#BPT-008),N.D
lader Notável / Buster Blader ,(#DB1-PT095) / (#DB1-EN095),N.D
Blader Notável / Buster Blader ,(#DL1-002) / (#DL1-002),N.D
lader Notável / Buster Blader ,(#DPBC-PT010) / (#DPBC-EN010),N.D
Blader Notável / Buster Blader ,(#DPYG-PT007) / (#DPYG-EN007),N.D
Blader Notável / Buster Blader ,(#DT01-PT006) / (#DT01-EN006),N.D
Blader Notável / Buster Blader ,(#DTP1-PT006) / (#DTP1-EN006),N.D
Blader Notável / Buster Blader ,(#DTP1-PT006) / (#DTP1-EN006),N.D
Blader Notável / Buster Blader ,(#LCYW-PT020) / (#LCYW-EN020),N.D
Blader Notável / Buster Blader ,(#LDK2-PTY12) / (#LDK2-ENY12),N.D
Blader Notável / Buster Blader ,(#LDK2-PTY12) / (#LDK2-ENY12),N.D
Blader Notável / Buster Blader ,(#LDK2-PTY12) / (#LDK2-ENY12),N.D
Blader Notável / Buster Blader ,(#LDK2-PTY12) / (#LDK2-ENY12),N.D
Blader Notável / Buster Blader ,(#PSV-050) / (#PSV-050),N.D
Blader Notável / Buster Blader ,(#RP02-PT013) / (#RP02-EN013),N.D
lader Notável / Buster Blader ,(#SBLS-PT001) / (#SBLS-EN001),N.D
Blader Notável / Buster Blader ,(#SDMY-PT012) / (#SDMY-EN012),N.D
Blader Notável / Buster Blader ,(#YAP1-PT006) / (#YAP1-EN006),N.D
lader Notável / Buster Blader ,(#YGLD-PTB04) / (#YGLD-ENB04),N.D
lader Notável / Buster Blader ,(#YGLD-PTB04) / (#YGLD-ENB04),N.D
lader Notável / Buster Blader ,(#YGLD-PTB04) / (#YGLD-ENB04),N.D
Blader Notável / Buster Blader ,(#YGLD-PTC11) / (#YGLD-ENC11),N.D
Blader Notável / Buster Blader ,(#YGLD-PTC11) / (#YGLD-ENC11),N.D
Blader Notável / Buster Blader ,(#YSYR-PT009) / (#YSYR-EN009),N.D
lader Notável Toon / Toon Buster Blader ,(#BOSH-PT038) / (#BOSH-EN038),N.D
Blader Notável Toon / Toon Buster Blader ,(#MP16-PT205) / (#MP16-EN205),N.D
"lader Notável, o Mestre da Espada da Destruição / Buster Blader, the Destruction Swordmaster ",(#BOSH-PT018) / (#BOSH-EN018),N.D
"Blader Notável, o Mestre da Espada da Destruição / Buster Blader, the Destruction Swordmaster ",(#MP16-PT189) / (#MP16-EN189),N.D
"lader Notável, o Soldado da Espada Destruidora de Dragões / Buster Blader, the Dragon Destroyer Swordsman ",(#BOSH-PT045) / (#BOSH-EN045),N.D
"Blader Notável, o Soldado da Espada Destruidora de Dragões / Buster Blader, the Dragon Destroyer Swordsman ",(#MP16-PT210) / (#MP16-EN210),N.D
"Blader Notável, o Soldado da Espada Destruidora de Dragões / Buster Blader, the Dragon Destroyer Swordsman ",(#SDMY-PT045) / (#SDMY-EN045),"2,80"
Blast Asmodian ,(#CDIP-EN016),N.D
"Blast, o HERÓI Mascarado / Masked HERO Blast ",(#JUMP-PT078) / (#JUMP-EN078),N.D
"Blast, o HERÓI Mascarado / Masked HERO Blast ",(#RATE-PTSE2) / (#RATE-ENSE2),N.D
Blasting Fuse ,(#CDIP-EN049),N.D
Blasting the Ruins ,(#DR2-EN048),N.D
Blasting the Ruins ,(#IOC-048),N.D
"Blaze Fenix, the Burning Bombardment Bird ",(#PRC1-EN012),N.D
Blazing Hiita ,(#DR04-EN208),N.D
Blazing Hiita ,(#EOJ-EN028),N.D
Blessings for Gusto ,(#DT05-EN097),N.D
Blessings for Gusto ,(#HA05-EN059),N.D
Blind Spot Strike ,(#DP10-EN021),N.D
Blind Spot Strike ,(#DREV-EN045),N.D
Blizzard Princess ,(#CT09-EN009),N.D
Blizzard Princess ,(#YG07-EN001),N.D
Blizzard Warrior ,(#DT01-EN011),N.D
Blizzard Warrior ,(#HA01-EN002),N.D
"Blizzed, Defender of the Ice Barrier ",(#DT01-EN010),N.D
"Blizzed, Defender of the Ice Barrier ",(#HA01-EN001),N.D
Block Golem ,(#REDU-EN035),N.D
Blocker ,(#TP8-EN017),N.D
loco de Segurança / Security Block ,(#CIBR-PT053) / (#CIBR-EN053),N.D
Bloco de Segurança / Security Block ,(#MP18-PT136) / (#MP18-EN136),N.D
Bloco de Segurança / Security Block ,(#SP18-PT038) / (#SP18-EN038),N.D
Blood Mefist ,(#YCSW-EN004),N.D
loqueador / Blockman ,(#BP02-PT049) / (#BP02-EN049),N.D
Bloqueador / Blockman ,(#DPK-PTSE1) / (#DPK-ENSE1),N.D
Bloqueador / Blockman ,(#LDK2-PTY19) / (#LDK2-ENY19),N.D
Bloqueador / Blockman ,(#LDK2-PTY19) / (#LDK2-ENY19),N.D
Bloqueador / Blockman ,(#LDK2-PTY19) / (#LDK2-ENY19),N.D
Bloqueador / Blockman ,(#LDK2-PTY19) / (#LDK2-ENY19),N.D
Bloqueador / Blockman ,(#YGLD-PTC21) / (#YGLD-ENC21),N.D
Bloqueador / Blockman ,(#YGLD-PTC21) / (#YGLD-ENC21),N.D
Bloqueador / Blockman ,(#YGLD-PTC21) / (#YGLD-ENC21),N.D
Bloqueador / Blockman ,(#YGLD-PTC21) / (#YGLD-ENC21),N.D
Bloqueador Barricadaborg / Barricadeborg Blocker ,(#RIRA-PT081) / (#RIRA-EN081),"0,40"
Bloqueador de Armadilhas / Trap Jammer ,(#DP04-PT026) / (#DP04-EN026),N.D
Bloqueador de Armadilhas / Trap Jammer ,(#DR2-PT111) / (#DR2-EN111),N.D
Bloqueador de Armadilhas / Trap Jammer ,(#DT02-PT049) / (#DT02-EN049),N.D
Bloqueador de Armadilhas / Trap Jammer ,(#IOC-110) / (#IOC-110),N.D
Bloqueador de Armadilhas / Trap Jammer ,(#LCJW-PT111) / (#LCJW-EN111),N.D
Bloqueador de Armadilhas / Trap Jammer ,(#SD1-PT027) / (#SD1-EN027),N.D
Bloqueador de Armadilhas / Trap Jammer ,(#SS02-PTA17) / (#SS02-ENA17),N.D
loqueador de Magia / Magic Jammer ,(#DB2-PT074) / (#DB2-EN074),N.D
Bloqueador de Magia / Magic Jammer ,(#DLG1-PT047) / (#DLG1-EN047),N.D
Bloqueador de Magia / Magic Jammer ,(#DT01-PT048) / (#DT01-EN048),N.D
Bloqueador de Magia / Magic Jammer ,(#DTP1-PT018) / (#DTP1-EN018),N.D
Bloqueador de Magia / Magic Jammer ,(#DTP1-PT018) / (#DTP1-EN018),N.D
Bloqueador de Magia / Magic Jammer ,(#LCJW-PT129) / (#LCJW-EN129),N.D
Bloqueador de Magia / Magic Jammer ,(#LCYW-PT153) / (#LCYW-EN153),N.D
Bloqueador de Magia / Magic Jammer ,(#MRD-128) / (#MRD-128),N.D
Bloqueador de Magia / Magic Jammer ,(#RP01-PT046) / (#RP01-EN046),N.D
Bloqueador de Magia (#SD2-PT026 / Magic Jammer (#SD2-EN026 ,) / ),N.D
Bloqueador de Magia / Magic Jammer ,(#SD5-PT034) / (#SD5-EN034),N.D
Bloqueador de Magia / Magic Jammer ,(#SD8-PT031) / (#SD8-EN031),N.D
Bloqueador de Magia (#SDP-048 / Magic Jammer (#SDP-048 ,) / ),N.D
Bloqueador de Magia / Magic Jammer ,(#SDRL-PT035) / (#SDRL-EN035),N.D
Bloqueador de Magia / Magic Jammer ,(#SS01-PTA17) / (#SS01-ENA17),N.D
Bloqueador de Magia (#SYE-043 / Magic Jammer (#SYE-043 ,) / ),N.D
Bloqueador de Magia / Magic Jammer ,(#YS14-PT039) / (#YS14-EN039),N.D
Bloqueador de Magia / Magic Jammer ,(#YSDJ-PT035) / (#YSDJ-EN035),N.D
Bloqueador de Magia / Magic Jammer ,(#YSDS-PT033) / (#YSDS-EN033),N.D
Bloqueador de Portões / Gate Blocker ,(#DRLG-PT034) / (#DRLG-EN034),N.D
Bloqueador de Portões / Gate Blocker ,(#DUDE-PT029) / (#DUDE-EN029),N.D
loquear Ataque / Block Attack ,(#DB2-PT078) / (#DB2-EN078),N.D
Bloquear Ataque / Block Attack ,(#MRD-133) / (#MRD-133),N.D
loquear Ataque / Block Attack ,(#SBLS-PT038) / (#SBLS-EN038),N.D
Bloquear Ataque / Block Attack ,(#SDJ-031) / (#SDJ-031),N.D
Bloqueio Xyz / Xyz Block ,(#LTGY-PT072) / (#LTGY-EN072),N.D
Bloqueio Xyz / Xyz Block ,(#MP14-PT047) / (#MP14-EN047),N.D
Blossom Bombardment ,(#LC5D-EN108),N.D
Blossom Bombardment ,(#TSHD-EN074),N.D
Blue Dragon Ninja ,(#REDU-EN083),N.D
Blue Medicine ,(#TP1-008),N.D
Blue-Blooded Oni ,(#GENF-EN034),N.D
BM-4 Aranha Explosiva / BM-4 Blast Spider ,(#LED2-PT014) / (#LED2-EN014),N.D
Boa Gestão Caseira dos Goblins / Good Goblin Housekeeping ,(#DR3-PT174) / (#DR3-EN174),N.D
Boa Gestão Caseira dos Goblins / Good Goblin Housekeeping ,(#FET-PT054) / (#FET-EN054),N.D
Boar Soldier ,(#SRL-089),N.D
Bobo da Corte Confeitado / Jester Confit ,(#ANPR-PT009) / (#ANPR-EN009),N.D
Bobo da Corte Confeitado / Jester Confit ,(#SDCL-PT020) / (#SDCL-EN020),N.D
Boca-de-Dragão / Snapdragon ,(#LVAL-PT094) / (#LVAL-EN094),N.D
Boca-de-leão Silvestre / Sylvan Snapdrassinagon ,(#MP15-PT014) / (#MP15-EN014),N.D
Boca-de-leão Silvestre / Sylvan Snapdrassinagon ,(#PRIO-PT019) / (#PRIO-EN019),N.D
Boca-de-leão Silvestre / Sylvan Snapdrassinagon ,(#PRIO-PTDE1) / (#PRIO-ENDE1),N.D
ode Expiatório / Scapegoat ,(#BP01-PT042) / (#BP01-EN042),N.D
ode Expiatório / Scapegoat ,(#BP02-PT136) / (#BP02-EN136),N.D
ode Expiatório / Scapegoat ,(#BP03-PT139) / (#BP03-EN139),N.D
Bode Expiatório / Scapegoat ,(#DASA-PT052) / (#DASA-EN052),N.D
Bode Expiatório / Scapegoat ,(#DL09-PT015) / (#DL09-EN015),N.D
Bode Expiatório / Scapegoat ,(#DLG1-PT091) / (#DLG1-EN091),N.D
Bode Expiatório / Scapegoat ,(#HL05-PT006) / (#HL05-EN006),N.D
Bode Expiatório / Scapegoat ,(#LCJW-PT066) / (#LCJW-EN066),N.D
Bode Expiatório / Scapegoat ,(#LDK2-PTJ28) / (#LDK2-ENJ28),N.D
Bode Expiatório / Scapegoat ,(#LDK2-PTJ28) / (#LDK2-ENJ28),N.D
Bode Expiatório / Scapegoat ,(#LDK2-PTJ28) / (#LDK2-ENJ28),N.D
Bode Expiatório / Scapegoat ,(#LDK2-PTJ28) / (#LDK2-ENJ28),N.D
Bode Expiatório / Scapegoat ,(#MIL1-PT019) / (#MIL1-EN019),N.D
Bode Expiatório / Scapegoat ,(#OP05-PT024) / (#OP05-EN024),N.D
Bode Expiatório / Scapegoat ,(#OP08-PT003) / (#OP08-EN003),N.D
Bode Expiatório / Scapegoat ,(#RP01-PT090) / (#RP01-EN090),N.D
Bode Expiatório / Scapegoat ,(#SDJ-041) / (#SDJ-041),N.D
Bode Expiatório / Scapegoat ,(#SDMP-PT032) / (#SDMP-EN032),N.D
Bode Expiatório / Scapegoat ,(#SDPL-PT025) / (#SDPL-EN025),N.D
Bode Expiatório / Scapegoat ,(#TP7-PT009) / (#TP7-EN009),N.D
Bode Expiatório / Scapegoat ,(#YS18-PT023) / (#YS18-EN023),N.D
Boicotalgodão / Boycotton ,(#FLOD-PT035) / (#FLOD-EN035),N.D
Boicotalgodão / Boycotton ,(#MP19-PT018) / (#MP19-EN018),N.D
"Bokoichi, o Vagão Assustador / Bokoichi the Freightening Car ",(#DR3-PT063) / (#DR3-EN063),N.D
"Bokoichi, o Vagão Assustador / Bokoichi the Freightening Car ",(#RDS-PT003) / (#RDS-EN003),N.D
"okoichi, o Vagão Assustador / Bokoichi the Freightening Car ",(#SBSC-PT031) / (#SBSC-EN031),N.D
Bola com Brilho Místico / Mystical Shine Ball ,(#AST-004) / (#AST-004),N.D
ola com Brilho Místico / Mystical Shine Ball ,(#BATT-PT014) / (#BATT-EN014),N.D
Bola com Brilho Místico / Mystical Shine Ball ,(#DR2-PT116) / (#DR2-EN116),N.D
Bola com Brilho Místico / Mystical Shine Ball ,(#LCYW-PT229) / (#LCYW-EN229),N.D
Bola com Brilho Místico / Mystical Shine Ball ,(#OP05-PT016) / (#OP05-EN016),N.D
Bola com Brilho Místico / Mystical Shine Ball ,(#SDLS-PT008) / (#SDLS-EN008),N.D
olo de Gengibre / Gingerbread House ,(#BLHR-PT004) / (#BLHR-EN004),"0,80"
Bolodata / Datacorn ,(#SDPL-PT001) / (#SDPL-EN001),N.D
Bomba do Cemitério / Cemetery Bomb ,(#DR3-PT059) / (#DR3-EN059),N.D
Bomba do Cemitério / Cemetery Bomb ,(#SOD-PT059) / (#SOD-EN059),N.D
Bomba do Cemitério / Cemetery Bomb ,(#YSD-PT039) / (#YSD-EN039),N.D
Bombardeamento de Rocha / Rock Bombardment ,(#DR3-PT235) / (#DR3-EN235),N.D
Bombardeamento de Rocha / Rock Bombardment ,(#SDMY-PT040) / (#SDMY-EN040),N.D
Bombardeamento de Rocha / Rock Bombardment ,(#TLM-PT055) / (#TLM-EN055),N.D
Bombardeamento de Rocha / Rock Bombardment ,(#TU08-PT019) / (#TU08-EN019),N.D
ombardment Beetle ,(#DB1-EN197),N.D
Bombardment Beetle ,(#PSV-087),N.D
Bone Crusher ,(#CRMS-EN083),N.D
Bone Crusher ,(#GLD5-EN025),N.D
one Temple Block ,(#RGBT-EN077),N.D
Boneca Fantardil / Ghostrick Doll ,(#PRIO-PT022) / (#PRIO-EN022),N.D
Boneca Malíciosa da Morte / Malice Doll of Demise ,(#DR3-PT018) / (#DR3-EN018),N.D
Boneca Malíciosa da Morte / Malice Doll of Demise ,(#LCYW-PT163) / (#LCYW-EN163),N.D
Boneca Malíciosa da Morte (#SOD-PT018 / Malice Doll of Demise (#SOD-EN018 ,) / ),N.D
Boneca Marota ,(#EVSD-PT002),N.D
Boneca Marota / Rogue Doll ,(#SDK-008) / (#SDK-008),N.D
Boneca Marota (#SDP-005 / Rogue Doll (#SDP-005 ,) / ),N.D
